0.354767, 1.188211
0.904510, -0.812861
0.884155, -0.274662
0.343353, 0.413287
0.417419, -1.079714
0.402130, 0.762591
0.641174, -0.771459
0.402527, 0.541996
0.008759, 2.970618
0.042206, 0.806770
0.316467, 1.345681
0.076355, 0.700153
0.429138, 0.644390
0.832489, -1.129918
0.660736, -0.231520
0.290924, 0.880455
0.865601, 0.215369
0.815643, -0.492219
0.233887, 0.552067
0.802490, -1.612780
0.241333, 1.020220
0.146576, 1.342500
0.298279, 0.969380
0.142914, 1.216452
0.504211, 0.695683
0.851318, -0.941034
0.666870, -0.278925
0.699860, -0.855874
0.511169, 0.350296
0.798889, -1.104265
0.912933, -0.098225
0.713043, -0.415375
0.164734, 1.647213
0.917084, -0.945272
0.847168, -0.564112
0.467682, 0.116150
0.957367, 0.118950
0.183990, 0.270163
0.668671, -0.877402
0.466522, 0.187330
0.580627, -0.931574
0.425842, 0.468467
0.696106, 0.548640
0.861481, -0.650769
0.754791, -0.717536
0.452942, 0.218564
0.085052, 1.988404
0.926636, -0.987534
0.935638, -0.335121
0.564606, -0.144035
0.437927, 0.775769
0.853149, -1.024494
0.054138, 2.317536
0.954620, -0.679305
0.712982, -0.492905
0.647736, -0.658515
0.945892, 0.318317
0.048279, 0.099635
0.337982, -1.273424
0.416199, 0.740212
0.626221, -0.311938
0.302246, 0.915860
0.935547, 0.139886
0.812592, -0.337165
0.066925, -2.325510
0.498688, 0.019175
0.565979, 0.981619
0.935913, -0.418115
0.631683, 0.880396
0.064697, 0.378995
0.893768, -0.455311
0.455231, 0.131565
0.825562, -0.586915
0.448395, 0.197266
0.184418, 0.064157
0.244446, 1.837658
0.515442, 0.998439
0.082947, 0.573220
0.537354, -0.400120
0.308441, 1.040241
0.277222, 1.572770
0.969635, -0.303762
0.261688, -0.316984
0.281006, 1.606463
0.026306, -2.290446
0.411438, 1.424697
0.800537, -0.111139
0.276642, 0.657718
0.587677, 0.928001
0.928223, -0.449410
0.110565, -1.502625
0.377014, 1.465066
0.361389, 1.067920
0.884613, -0.946122
0.902802, -0.442327
0.533356, -0.094085
0.740295, 0.503494
0.862457, -0.589836
0.651215, 0.465145
0.166260, 0.800919
0.435730, -0.460667
0.308167, 1.203848
0.774750, 0.027392
0.243896, 0.713919
0.367889, -1.409523
0.487061, 0.114849
0.899780, 0.334905
0.120056, 0.314719
0.276733, -0.255246
0.275452, 1.582482
0.608734, 0.851553
0.913116, -0.517306
0.709930, 0.361782
0.821991, -0.744507
0.581390, -0.275464
0.707397, -1.004383
0.543884, -0.854472
0.609070, -0.698509
0.534821, -0.702085
0.357971, 0.871048
0.694427, 0.806110
0.946442, -0.281996
0.868622, 0.225544
0.180145, 0.480442
0.173035, -1.679991
0.427094, 0.828346
0.421387, -0.446938
0.305206, 1.236388
0.145050, -1.413520
0.377777, 1.365032
0.244720, 1.668455
0.983124, -0.177583
0.146118, 0.993430
0.834534, -1.691087
0.801086, -0.502303
0.614014, -0.437338
0.113098, 1.858733
0.075256, 0.950846
0.491852, 0.291231
0.789307, -1.155137
